Day,Open,High,Low,Close,Volume
13,	4670.26,	4684.85,	4630.86,	4646.71,	3581630000.00
12,	4707.25,	4708.53,	4670.87,	4685.25,	3110230000.00
11,	4701.48,	4714.92,	4694.39,	4701.7,	3465720000.00
10,	4699.26,	4718.5,	4681.32,	4697.53,	3491150000.00
9,	4662.93,	4683,	4662.59,	4680.06,	3332940000.00
8,	4630.65,	4663.46,	4621.19,	4660.57,	3339440000.00
7,	4613.34,	4635.15,	4613.34,	4630.65,	3309690000.00
6,	4610.62,	4620.34,	4595.06,	4613.67,	2924000000.00
5,	4572.87,	4608.08,	4567.59,	4605.38,	3632260000.00
4,	4562.84,	4597.55,	4562.84,	4596.42,	3197560000.00
3,	4580.22,	4584.57,	4551.66,	4551.68,	3259510000.00
2,	4578.69,	4598.53,	4569.17,	4574.79,	2866500000.00
1,	4553.69,	4572.62,	4537.36,	4566.48,	3250210000.00
0,	4546.12,	4559.67,	4524,	4544.9,	3062810000.00
